least
-3199.8597562973987 , vvvvvv:::::YXXXXYYvv........::..vvvvvYYXYYYY8YYXXXXv:.. vvvvvv::::vXXXXYYY::Y8Y:::vvvvvYYYYXXX88XXvY888XX8Xv:. vvvvvvv:::YY88XXYYvvXv.:vvvvvvvvYYXX8XYYYvvX888888XXv.
-3200.336634999516 , -RE_1(2,3)+pointsrightnormalizedplane(2,i)*RE_1(3,3) -T_tran1(2)+pointsrightnormalizedplane(2,i)*T_tran1(3)]; [U{i},S{i},V{i}]=svd(APleft{i});
-3201.098784611659 , [',char(176),']')) handles.t1=plot(handles.TempGraph,handles.Data.DataCell(:,1),handles.Data.DataCell(:,3),'color',cc(1,:),'DisplayName','1'); set(handles.t1,
-3201.3601812177044 , com.mathworks.widgets.grouptable.EditOnClickHandler.setEnabled(EditOnClickHandler.java:130) at com.mathworks.mlwidgets.explorer.widgets.table.FileTable$4$1.run(FileTable.java:188)
-3231.7192794139437 , com.mathworks.net.transport.MWTransportClientPropertiesFactory$1.getPasswordAuthentication(MWTransportClientPropertiesFactory.java:86) at java.net.Authenticator.requestPasswordAuthentication(Unknown
-3235.4176549574454 , q6=sqrt(2*(sigma^2)*beta.*gammaincinv((3/8),alpha)); q7=sqrt(2*(sigma^2)*beta.*gammaincinv((1/8),alpha)); galtonskewness=(q1-2*med+q3)./(q1-q3);
-3236.5114718343807 , vvvvvvv:::YY88XXYYvvXv.:vvvvvvvvYYXX8XYYYvvX888888XXv. YYvvvvvvv::YX88X8XXXXYvv:vY88X8X888XXXX8XX88888888vv. Yvvvvvvv::::YX8888X8@@8@88v:::vYYYYX8@88@888@88888Y.
-3238.4675859473973 , fun=-(exp(-(28035689158432973*pi*gamma2^(2/3))/2305843009213693952)* exp(-(pi*s*7120816246010697*i)/112589990684262400)* (1/((pi*s*(4194304/gamma1^2
-3250.647831505957 , if ifor1>l_half_interval&&ifor1<(l_vectorin-l_half_interval) vectorout(ifor1)=shannon_entro(vectorin(ifor1-l_half_interval:ifor1+l_half_interval));
-3276.179118147494 , f  = 500;                       % Input Signal Frequency fs = 8000;                    % Sampling Frequency x = sin(2*pi*f/fs*t);        % Generate Sine Wave  
-3281.570769633921 , median=sqrt(2*(sigma^2)*beta*gammaincinv(0.5,alpha)); q1=sqrt(2*(sigma^2)*beta*gammaincinv((6/8),alpha)); q3=sqrt(2*(sigma^2)*beta*gammaincinv((2/8),alpha));
-3293.068379150603 , Radius4,Radius5,Radius6,Radius7,Radius8,Radius9,Radius10,CurvDst1, CurvDst2,CurvDst3,CurvDst4,CurvDst5,CurvDst6,CurvDst7,CurvDst8, CurvDst9,CurvDst10,UDP_error]
-3299.360066240923 , bslowpostmp_{w}=randi([0,3],n*T,2^(n-1),r,b); bsuppnegtmp_{w}=randi([0,4],n*T,2^(n-1),r,b); bslownegtmp_{w}=randi([0,2],n*T,2^(n-1),r,b);
-3311.5057854906177 , contour(X,Y,-X.^2+A(1)*Y.^2+A(2)*X.*Y+A(3)*X+A(4)*Y+A(5),[0 0],'b') contour(X,Y,-X.^2+B(1)*Y.^2+B(2)*X+B(3)*Y+B(4),[0
-3328.5580099284666 , set(gca,'XtickL',x_labels); set(h1,'FaceColor',my_Blue2(40,:),'EdgeColor',my_Blue2(40,:)) set(h2,'Color',my_Orange(1,:),'LineWidth',0.5,'MarkerEdgeColor',my_Orange(1,:))
-3360.46278260814 , ifor1>l_half_interval&&ifor1<(l_vectorin-l_half_interval) vectorout(ifor1)=shannon_entro(vectorin(ifor1-l_half_interval:ifor1+l_half_interval)); elseif
-3373.663732316168 , set(h1,'FaceColor',my_Blue2(40,:),'EdgeColor',my_Blue2(40,:)) set(h2,'Color',my_Orange(1,:),'LineWidth',0.5,'MarkerEdgeColor',my_Orange(1,:)) set(pp(1),'Box','off')
-3395.1638268295105 , med=sqrt(2*(sigma^2)*beta.*gammaincinv(0.5,alpha)); q1=sqrt(2*(sigma^2)*beta.*gammaincinv((6/8),alpha)); q3=sqrt(2*(sigma^2)*beta.*gammaincinv((2/8),alpha));
-3401.294356054383 , q3=sqrt(2*(sigma^2)*beta*gammaincinv((2/8),alpha)); q4=sqrt(2*(sigma^2)*beta*gammaincinv((7/8),alpha)); q5=sqrt(2*(sigma^2)*beta*gammaincinv((5/8),alpha));
-3401.8130598330376 , textscan(fid,'%c%u8%u8%u8%u8%u8%u8%u8%u8%u8%u8%u8%u8%u8%u8%u8%u8','delimiter',','); fclose(fid); data=cell2mat(parsed_file(2:Nfeatures+1));
-3402.3513686123665 , q5=sqrt(2*(sigma^2)*beta*gammaincinv((5/8),alpha)); q6=sqrt(2*(sigma^2)*beta*gammaincinv((3/8),alpha)); q7=sqrt(2*(sigma^2)*beta*gammaincinv((1/8),alpha));
-3403.0618663492974 , q4=sqrt(2*(sigma^2)*beta*gammaincinv((7/8),alpha)); q5=sqrt(2*(sigma^2)*beta*gammaincinv((5/8),alpha)); q6=sqrt(2*(sigma^2)*beta*gammaincinv((3/8),alpha));
-3404.4193707767304 , q1=sqrt(2*(sigma^2)*beta*gammaincinv((6/8),alpha)); q3=sqrt(2*(sigma^2)*beta*gammaincinv((2/8),alpha)); q4=sqrt(2*(sigma^2)*beta*gammaincinv((7/8),alpha));
-3413.3062678045376 , -RE_1(1,1)+pointsrightnormalizedplane(1,i)*RE_1(3,1) -RE_1(1,2)+pointsrightnormalizedplane(1,i)*RE_1(3,2) -RE_1(1,3)+pointsrightnormalizedplane(1,i)*RE_1(3,3)
-3420.100881881152 , -RE_1(2,1)+pointsrightnormalizedplane(2,i)*RE_1(3,1) -RE_1(2,2)+pointsrightnormalizedplane(2,i)*RE_1(3,2) -RE_1(2,3)+pointsrightnormalizedplane(2,i)*RE_1(3,3)
-3454.9035319251298 , ..:vvvYYXX88XYvYYYX@@@@@88XX v8@@@88X::...:vYYYYXXXXYYv:..:::vYX@@@@@@@@@@88XYYX8@@8XXYXX vY8@8@@Xv:::YXX88@@@@@@@@XXv..vY8@@@@@@8888@@@88YYX8@8YXXYYY
-3461.712711996575 , -RE_1(1,2)+pointsrightnormalizedplane(1,i)*RE_1(3,2) -RE_1(1,3)+pointsrightnormalizedplane(1,i)*RE_1(3,3) -T_tran1(1)+pointsrightnormalizedplane(1,i)*T_tran1(3);
-3463.634854978743 , q3=sqrt(2*(sigma^2)*beta.*gammaincinv((2/8),alpha)); q4=sqrt(2*(sigma^2)*beta.*gammaincinv((7/8),alpha)); q5=sqrt(2*(sigma^2)*beta.*gammaincinv((5/8),alpha));
-3463.7395949827323 , YYvvvvvvv::YX88X8XXXXYvv:vY88X8X888XXXX8XX88888888vv. Yvvvvvvv::::YX8888X8@@8@88v:::vYYYYX8@88@888@88888Y. YYYvvvvv:::::Y8@@@@@@888@8XYYYXXXXX88@@8@@@@@@@@XXv.
-3464.6918675367265 , q5=sqrt(2*(sigma^2)*beta.*gammaincinv((5/8),alpha)); q6=sqrt(2*(sigma^2)*beta.*gammaincinv((3/8),alpha)); q7=sqrt(2*(sigma^2)*beta.*gammaincinv((1/8),alpha));
-3465.4023652736573 , q4=sqrt(2*(sigma^2)*beta.*gammaincinv((7/8),alpha)); q5=sqrt(2*(sigma^2)*beta.*gammaincinv((5/8),alpha)); q6=sqrt(2*(sigma^2)*beta.*gammaincinv((3/8),alpha));
-3466.7598697010903 , q1=sqrt(2*(sigma^2)*beta.*gammaincinv((6/8),alpha)); q3=sqrt(2*(sigma^2)*beta.*gammaincinv((2/8),alpha)); q4=sqrt(2*(sigma^2)*beta.*gammaincinv((7/8),alpha));
-3468.374253160496 , -RE_1(1,3)+pointsrightnormalizedplane(1,i)*RE_1(3,3) -T_tran1(1)+pointsrightnormalizedplane(1,i)*T_tran1(3); -RE_1(2,1)+pointsrightnormalizedplane(2,i)*RE_1(3,1)
-3470.6391245193677 , -T_tran1(1)+pointsrightnormalizedplane(1,i)*T_tran1(3); -RE_1(2,1)+pointsrightnormalizedplane(2,i)*RE_1(3,1) -RE_1(2,2)+pointsrightnormalizedplane(2,i)*RE_1(3,2)
-3503.464222239231 , -RE_1(2,2)+pointsrightnormalizedplane(2,i)*RE_1(3,2) -RE_1(2,3)+pointsrightnormalizedplane(2,i)*RE_1(3,3) -T_tran1(2)+pointsrightnormalizedplane(2,i)*T_tran1(3)];
-3535.306501514558 , ylabel(handles.PressureGraph,'Pressure [bars]') handles.p1=plot(handles.PressureGraph,handles.Data.DataCell(:,1),handles.Data.DataCell(:,2),'color',cc(1,:),'DisplayName','1');
-3569.2969138289427 , Y@@@@@@@@@@@@@@@@@88XYYYYYYYY8XYYX8888888888 YYX8@@@@@@@@@@@@@@@@@XXYYXX88XXXXXXYYXvvYYYvY8@XvvX888888888 @@@@@@@@@@@@@@@X8@@@8XYYXX88XXXYYYXXYXYvYY8@8XXvY8@@88888888
-3581.674633985655 , LBP(i,j)=I3(i-1,j-1)*2^7+I3(i-1,j)*2^6+I3(i-1,j+1)*2^5+I3(i,j+1)*2^4+I3(i+1,j+1)*2^3+I3(i+1,j)*2^2+I3(i+1,j-1)*2^1+I3(i,j-1)*2^0; end end
-3603.0179756549037 , vc=-l1*w*sin.(teta)-l2*bdot.*sin.(beta); bzegon=-l*w*(w*sin.(teta)*(xc-l1*cos.(teta))+cos.(teta)*(vc+l1*sin.(teta)))/((xc-l*cos. (teta))^2);
-3603.0179756549037 , vc=-l1*w*sin.(teta)-l2*bdot.*sin.(beta); bzegon=-l*w*(w*sin.(teta)*(xc-l1*cos.(teta))+cos.(teta)*(vc+l1*sin.(teta)))/((xc-l*cos. (teta))^2);
-3647.0950350229173 , v8@@@88X::...:vYYYYXXXXYYv:..:::vYX@@@@@@@@@@88XYYX8@@8XXYXX vY8@8@@Xv:::YXX88@@@@@@@@XXv..vY8@@@@@@8888@@@88YYX8@8YXXYYY vX@@@@@8Y:.:Y8@@@@@@@@@@8XY:
-3727.704127815176 , [pp,h1,h2]=plotyy((1:length(risk_tot)),risk_tot,(1:length(risk_tot)),risk_cont,'bar','stem'); set(gca,'XtickL',x_labels); set(h1,'FaceColor',my_Blue2(40,:),'EdgeColor',my_Blue2(40,:))
-3743.259318795506 , Yvvvvvvv::::YX8888X8@@8@88v:::vYYYYX8@88@888@88888Y. YYYvvvvv:::::Y8@@@@@@888@8XYYYXXXXX88@@8@@@@@@@@XXv. YYYvvvvvv::::vX@@@@@@@@@@@8XX888X8@@@@@@@@@@@@@8Yv:.
-3802.3771176400955 , YYYvvvvvv::::vX@@@@@@@@@@@8XX888X8@@@@@@@@@@@@@8Yv:. YYYvvvvvvv::::v8@@@@@@@@@@@X@@888@@@@@@@@@@@@@Yv:YY. YYYvvvvvvvvv:::vY8@@@@@@@@@@@@@@@@@@@@@@@@@8v:.
-3809.800927785372 , ylabel(handles.TempGraph,strcat('Temperature [',char(176),']')) handles.t1=plot(handles.TempGraph,handles.Data.DataCell(:,1),handles.Data.DataCell(:,3),'color',cc(1,:),'DisplayName','1');
-3827.7105511108707 , SlopeVal5,SlopeVal6,SlopeVal7,SlopeVal8,SlopeVal9,SlopeVal10, SlopeDst1,SlopeDst2,SlopeDst3,SlopeDst4,SlopeDst5,SlopeDst6, SlopeDst7,SlopeDst8,SlopeDst9,SlopeDst10,Radius1,Radius2,Radius3,
-3864.231609992659 , X1=imread('http://upload.wikimedia.org/wikipedia/commons/5/5c/Burosch_Blue-Only_Test_pattern.jpg'); X2=imread('http://upload.wikimedia.org/wikipedia/commons/e/ea/Romsey_River_Test.jpg'); subplot(1,2,1),
-3868.52984617879 , f1 = sym('239.5+(10.073*te)-(0.109*(te^2))-(3.41*tc)-(0.0025*(tc^2))-(0.203*te*tc)+(0.0082*(te^2)*tc)+(0.0013*te*(tc^2))-(0.000080005*(te^2)*(tc^2))-
-3875.710485069029 , BumpDst8,BumpDst9,BumpDst10,SlopeVal1,SlopeVal2,SlopeVal3,SlopeVal4, SlopeVal5,SlopeVal6,SlopeVal7,SlopeVal8,SlopeVal9,SlopeVal10, SlopeDst1,SlopeDst2,SlopeDst3,SlopeDst4,SlopeDst5,SlopeDst6,
-3888.81614947978 , YYYvvvvv:::::Y8@@@@@@888@8XYYYXXXXX88@@8@@@@@@@@XXv. YYYvvvvvv::::vX@@@@@@@@@@@8XX888X8@@@@@@@@@@@@@8Yv:. YYYvvvvvvv::::v8@@@@@@@@@@@X@@888@@@@@@@@@@@@@Yv:YY.
-3899.712592907226 , Vm1.*(6.25e2./3.6e1)+conj(Vm1).*(6.25e2./3.6e1)-Vm4.*cos(Va1-Va4).*(6.25e2./7.2e1)-cos(conj(Va1)-conj(Va4)).*conj(Vm4).*(6.25e2./7.2e1)],... [2,2]); arrayfun(J,
-3929.4554864043052 , = sym('239.5+(10.073*te)-(0.109*(te^2))-(3.41*tc)-(0.0025*(tc^2))-(0.203*te*tc)+(0.0082*(te^2)*tc)+(0.0013*te*(tc^2))-(0.000080005*(te^2)*(tc^2))- qe');
-3936.4318732284332 , vvvvv8@@@@@@@@8888@@@@@@@@@@@@@@@@@@@8888@@@@@@@@@@88XXYv... vvvvX@@@@@@@@@@@@@@@@@@@@@@@@@@@@@8Xv:::..vX8@@@@@@@8888Xv:. vvvv@@@@@@@@@@@@@8888@@@@@@@8888XYv:..
-3965.555111694582 , BumpDst1,BumpDst2,BumpDst3,BumpDst4,BumpDst5,BumpDst6,BumpDst7, BumpDst8,BumpDst9,BumpDst10,SlopeVal1,SlopeVal2,SlopeVal3,SlopeVal4, SlopeVal5,SlopeVal6,SlopeVal7,SlopeVal8,SlopeVal9,SlopeVal10,
-3991.3998263759245 , SlopeDst1,SlopeDst2,SlopeDst3,SlopeDst4,SlopeDst5,SlopeDst6, SlopeDst7,SlopeDst8,SlopeDst9,SlopeDst10,Radius1,Radius2,Radius3, Radius4,Radius5,Radius6,Radius7,Radius8,Radius9,Radius10,CurvDst1,
-4000.8294673434843 , new_map_color(:,2)=interp1(my_map_int,my_map_color(:,2),linspace(min_mri,max_mri,64),'nearest'); new_map_color(:,3)=interp1(my_map_int,my_map_color(:,3),linspace(min_mri,max_mri,64),'nearest'); figure,imagesc(mri),axis
-4055.6725516593965 , sym('239.5+(10.073*te)-(0.109*(te^2))-(3.41*tc)-(0.0025*(tc^2))-(0.203*te*tc)+(0.0082*(te^2)*tc)+(0.0013*te*(tc^2))-(0.000080005*(te^2)*(tc^2))- qe'); %Power
-4081.2444530014777 , SlopeDst7,SlopeDst8,SlopeDst9,SlopeDst10,Radius1,Radius2,Radius3, Radius4,Radius5,Radius6,Radius7,Radius8,Radius9,Radius10,CurvDst1, CurvDst2,CurvDst3,CurvDst4,CurvDst5,CurvDst6,CurvDst7,CurvDst8,
-4100.203097490123 , bzegon=-l*w*(w*sin.(teta)*(xc-l1*cos.(teta))+cos.(teta)*(vc+l1*sin.(teta)))/((xc-l*cos. (teta))^2); ac=-l1*w*cos.(teta)-l2*bzegon.*sin.(beta)-l2*bdot.*cos.(beta);
-4100.203097490123 , bzegon=-l*w*(w*sin.(teta)*(xc-l1*cos.(teta))+cos.(teta)*(vc+l1*sin.(teta)))/((xc-l*cos. (teta))^2); ac=-l1*w*cos.(teta)-l2*bzegon.*sin.(beta)-l2*bdot.*cos.(beta);
-4105.9458543030505 , YYvvvvvvvvvvvvYX888XXXXXXX8888888@@@@@8XYvv::::::::::::::::: vvvvvvvvvvvvX8@@@@@@@@@@@@@@@@@@@@@@@@@@@8Yv:::::::::::::::: vvvvvvvvvvv8@@@@@@@@8@@@@@@@@@@@@@@@@@@@@@@X:::..:.:::::::::
-4117.216626830688 , f2 = sym('-2.634-(0.3081*te)-(0.00301*(te^2))+(1.066*tc)-(0.00528*(tc^2))-(0.0011*te*tc)-(0.000306*(te^2)*tc)+(0.000567*te*(tc^2))-(0.0000031*(te^2)*(tc^2))-P');
-4133.921921996034 , xc=l1*cos.(teta)+l2*cos.(beta); vc=-l1*w*sin.(teta)-l2*bdot.*sin.(beta); bzegon=-l*w*(w*sin.(teta)*(xc-l1*cos.(teta))+cos.(teta)*(vc+l1*sin.(teta)))/((xc-l*cos.
-4133.921921996034 , xc=l1*cos.(teta)+l2*cos.(beta); vc=-l1*w*sin.(teta)-l2*bdot.*sin.(beta); bzegon=-l*w*(w*sin.(teta)*(xc-l1*cos.(teta))+cos.(teta)*(vc+l1*sin.(teta)))/((xc-l*cos.
-4148.85134695657 , I3(i,j-1)=I2(i,j-1)>J0; LBP(i,j)=I3(i-1,j-1)*2^7+I3(i-1,j)*2^6+I3(i-1,j+1)*2^5+I3(i,j+1)*2^4+I3(i+1,j+1)*2^3+I3(i+1,j)*2^2+I3(i+1,j-1)*2^1+I3(i,j-1)*2^0; end
-4167.202636506754 , vvvvvvvvvvv8@@@@@@@@8@@@@@@@@@@@@@@@@@@@@@@X:::..:.::::::::: vvvvvvvvY8@@@@@@8XXX88@@@@@@@@@@@@@@@@@@@@@@Y::......:::..:. vvvvvvX@8@@@@@@@8888888@@@@@@@@@@@@@@@@@@@@@8XXXXYYvv::.....
-4182.118080374305 , vvvvvvvvY8@@@@@@8XXX88@@@@@@@@@@@@@@@@@@@@@@Y::......:::..:. vvvvvvX@8@@@@@@@8888888@@@@@@@@@@@@@@@@@@@@@8XXXXYYvv::..... vvvvv8@@@@@@@@8888@@@@@@@@@@@@@@@@@@@8888@@@@@@@@@@88XXYv...
-4241.618049429524 , vvvvvvvvvvvvX8@@@@@@@@@@@@@@@@@@@@@@@@@@@8Yv:::::::::::::::: vvvvvvvvvvv8@@@@@@@@8@@@@@@@@@@@@@@@@@@@@@@X:::..:.::::::::: vvvvvvvvY8@@@@@@8XXX88@@@@@@@@@@@@@@@@@@@@@@Y::......:::..:.
-4268.238831249213 , y(t)=cos(2*pi*fc*t)+m/2*cos(2*pi*t(fc-0))+m/2*cos(2*pi*t(fc+0))+m/2*cos(2*pi*t(fc-1))+m/2*cos(2*pi*t(fc+1))... + m/2*cos(2*pi*t(fc-5000))+m/2*cos(2*pi*t(fc+5000))
-4279.688655801721 , = sym('-2.634-(0.3081*te)-(0.00301*(te^2))+(1.066*tc)-(0.00528*(tc^2))-(0.0011*te*tc)-(0.000306*(te^2)*tc)+(0.000567*te*(tc^2))-(0.0000031*(te^2)*(tc^2))-P'); %Evaporator
-4308.197078871868 , xc=l1*cos(teta)+l2*cos(beta); vc=-l1*w*sin(teta)-l2*bdot.*sin(beta); bzegon=-l*w.*(w.*sin(teta).*(xc-l1*cos(teta))+cos(teta).*(vc+l1*sin(teta)))/((xc-l*cos(teta)).^2);
-4354.539797163952 , vvvvvvX@8@@@@@@@8888888@@@@@@@@@@@@@@@@@@@@@8XXXXYYvv::..... vvvvv8@@@@@@@@8888@@@@@@@@@@@@@@@@@@@8888@@@@@@@@@@88XXYv... vvvvX@@@@@@@@@@@@@@@@@@@@@@@@@@@@@8Xv:::..vX8@@@@@@@8888Xv:.
-4355.433537988149 , sym('-2.634-(0.3081*te)-(0.00301*(te^2))+(1.066*tc)-(0.00528*(tc^2))-(0.0011*te*tc)-(0.000306*(te^2)*tc)+(0.000567*te*(tc^2))-(0.0000031*(te^2)*(tc^2))-P'); %Evaporator heat
-4402.26704057891 , xc=l1*cos(teta)+l2*cos(beta); vc=-l1*w.*sin(teta)-l2*bdot.*sin(beta); bzegon=-l1*w.*(w.*sin(teta).*(xc-l1*cos(teta))+cos(teta).*(vc+l1*sin(teta)))/((xc-l1*cos(teta)).^2);
-4418.508862662666 , bzegon=-l*w.*(w.*sin(teta).*(xc-l1*cos(teta))+cos(teta).*(vc+l1*sin(teta)))/((xc-l*cos(teta)).^2); ac=-l1*w.*cos(teta)-l2*bzegon.*sin(beta)-l2*bdot.*cos(beta); plot(teta,bdot);
-4479.386110055588 , my_map_int=[0-lim,5-lim,5+lim,10-lim,10+lim,40-lim,40+lim,45+lim]; my_map_color=[0,0,0;0,0,0;0,0,1;0,0,1;0,1,0;0,1,0;1,0,0;1,0,0]; new_map_color(:,1)=interp1(my_map_int,my_map_color(:,1),linspace(min_mri,max_mri,64),'nearest');
-4637.510293829791 , plot(x,-w(1)/w(2)*x-w0/w(2),'--rs','LineWidth',0.2,'MarkerEdgeColor','k','MarkerFaceColor','g','MarkerSize',1) else plot(x,-w0/w(1),'--rs','LineWidth',2,'MarkerEdgeColor','k','MarkerFaceColor','g','MarkerSize',1)
-4716.035366027156 , my_map_color=[0,0,0;0,0,0;0,0,1;0,0,1;0,1,0;0,1,0;1,0,0;1,0,0]; new_map_color(:,1)=interp1(my_map_int,my_map_color(:,1),linspace(min_mri,max_mri,64),'nearest'); new_map_color(:,2)=interp1(my_map_int,my_map_color(:,2),linspace(min_mri,max_mri,64),'nearest');
-4792.643756993613 , I3(i+1,j-1)=I2(i+1,j-1)>J0; I3(i,j-1)=I2(i,j-1)>J0; LBP(i,j)=I3(i-1,j-1)*2^7+I3(i-1,j)*2^6+I3(i-1,j+1)*2^5+I3(i,j+1)*2^4+I3(i+1,j+1)*2^3+I3(i+1,j)*2^2+I3(i+1,j-1)*2^1+I3(i,j-1)*2^0;
-4971.640912025298 , plot(X_plus(i,1),X_plus(i,2),'--rs','LineWidth',2,'MarkerEdgeColor','k','MarkerFaceColor','g','MarkerSize',5) else plot(X_plus(i,1),X_plus(i,2),'--rs','LineWidth',2,'MarkerEdgeColor','k','MarkerFaceColor','r','MarkerSize',5)
-5033.9854803775515 , vc=-l1*w*sin(teta)-l2*bdot.*sin(beta); bzegon=-l*w.*(w.*sin(teta).*(xc-l1*cos(teta))+cos(teta).*(vc+l1*sin(teta)))/((xc-l*cos(teta)).^2); ac=-l1*w.*cos(teta)-l2*bzegon.*sin(beta)-l2*bdot.*cos(beta);
-5128.055442084593 , vc=-l1*w.*sin(teta)-l2*bdot.*sin(beta); bzegon=-l1*w.*(w.*sin(teta).*(xc-l1*cos(teta))+cos(teta).*(vc+l1*sin(teta)))/((xc-l1*cos(teta)).^2); ac=-l1*w.*cos(teta)-l2*bzegon.*sin(beta)-l2*bdot.*cos(beta);
-5128.86977244323 , new_map_color(:,1)=interp1(my_map_int,my_map_color(:,1),linspace(min_mri,max_mri,64),'nearest'); new_map_color(:,2)=interp1(my_map_int,my_map_color(:,2),linspace(min_mri,max_mri,64),'nearest'); new_map_color(:,3)=interp1(my_map_int,my_map_color(:,3),linspace(min_mri,max_mri,64),'nearest');
-5309.877709756507 , ... [cos(conj(Va1)-conj(Va4)).*conj(Vm1).*conj(Vm4).*(6.25e2./7.2e1)+Vm1.*Vm4.*cos(Va1-Va4).*(6.25e2./7.2e1),... sin(conj(Va1)-conj(Va4)).*conj(Vm1).*conj(Vm4).*(6.25e2./7.2e1)+Vm1.*Vm4.*sin(Va1-Va4).*(6.25e2./7.2e1),...
-5839.909475317792 , Vm4.*sin(Va1-Va4).*(6.25e2./7.2e1)+sin(conj(Va1)-conj(Va4)).*conj(Vm4).*(6.25e2./7.2e1),... Vm1.*(6.25e2./3.6e1)+conj(Vm1).*(6.25e2./3.6e1)-Vm4.*cos(Va1-Va4).*(6.25e2./7.2e1)-cos(conj(Va1)-conj(Va4)).*conj(Vm4).*(6.25e2./7.2e1)],... [2,2]);
-7489.3333830976735 , [cos(conj(Va1)-conj(Va4)).*conj(Vm1).*conj(Vm4).*(6.25e2./7.2e1)+Vm1.*Vm4.*cos(Va1-Va4).*(6.25e2./7.2e1),... sin(conj(Va1)-conj(Va4)).*conj(Vm1).*conj(Vm4).*(6.25e2./7.2e1)+Vm1.*Vm4.*sin(Va1-Va4).*(6.25e2./7.2e1),... Vm4.*sin(Va1-Va4).*(6.25e2./7.2e1)+sin(conj(Va1)-conj(Va4)).*conj(Vm4).*(6.25e2./7.2e1),...
-8271.458068565427 , sin(conj(Va1)-conj(Va4)).*conj(Vm1).*conj(Vm4).*(6.25e2./7.2e1)+Vm1.*Vm4.*sin(Va1-Va4).*(6.25e2./7.2e1),... Vm4.*sin(Va1-Va4).*(6.25e2./7.2e1)+sin(conj(Va1)-conj(Va4)).*conj(Vm4).*(6.25e2./7.2e1),... Vm1.*(6.25e2./3.6e1)+conj(Vm1).*(6.25e2./3.6e1)-Vm4.*cos(Va1-Va4).*(6.25e2./7.2e1)-cos(conj(Va1)-conj(Va4)).*conj(Vm4).*(6.25e2./7.2e1)],...
-12291.257934494592 , in ==> sym.matlabFunction>makeFhandle/@(Va1,Va4,Vm1,Vm4)reshape([cos(conj(Va1)-conj(Va4)).*conj(Vm1).*conj(Vm4).*(6.25e2./7.2e1)+Vm1.*Vm4.*cos(Va1-Va4).*(6.25e2./7.2e1),sin(conj(Va1)-conj(Va4)).*conj(Vm1).*conj(Vm4).*(6.25e2./7.2e1)+Vm1.*Vm4.*sin(Va1-Va4).*(6.25e2./7.2e1),Vm4.*sin(Va1-Va4).*(6.25e2./7.2e1)+sin(conj(Va1)-conj(Va4)).*conj(Vm4).*(6.25e2./7.2e1),Vm1.*(6.25e2./3.6e1)+conj(Vm1).*(6.25e2./3.6e1)-Vm4.*cos(Va1-Va4).*(6.25e2./7.2e1)-cos(conj(Va1)-conj(Va4)).*conj(Vm4).*(6.25e2./7.2e1)],[2,2])
